ACC	00	Активный/Пассивный	False	NEUPLACENI UPISANI KAPITAL
ACC	01	Активный	False	NEMATERIJALNA ULAGANJA / НЕМАТЕРИАЛЬНЫЕ ИНВЕСТИЦИИ
ACC	02	Активный	False	NEKRETNINE, POSTROJENJA, OPREMA I BIOLOSKA SREDSTVA Ы
ACC	03	Активный/Пассивный	False	DUGOROCNI FINANSIJSKI PLASMANI / ДОЛГОСРОЧНЫЕ ФИНАНСОВЫЕ ВЛОЖЕНИЯ
ACC	04	Активный/Пассивный	False	STALNA SREDSTVA NAMIJENJENA PRODAJI / ОСНОВНЫЕ СРЕДСТВА, ПРЕДНАЗНАЧЕННЫЕ ДЛЯ ПРОДАЖИ
ACC	10	Активный	False	ZALIHE MATERIJALA / МАТЕРИАЛЫ
ACC	11	Активный	False	NEDOVRSENA PROIZVODNJA / НЕЗАВЕРШЕННОЕ ПРОИЗВОДСТВО
ACC	12	Активный	False	GOTOVI PROIZVODI / ГОТОВАЯ ПРОДУКЦИЯ
ACC	13	Активный/Пассивный	False	ROBA / ТОВАРЫ
ACC	15	Активный/Пассивный	False	DATI AVANSI / АВАНСЫ ВЫДАННЫЕ
ACC	20	Активный/Пассивный	False	POTRAZIVANJA PO OSNOVU PRODAJE / ДЕБИТОРСКАЯ ЗАДОЛЖЕННОСТЬ НА ОСНОВЕ ПРОДАЖ
ACC	21	Активный/Пассивный	False	POTRAZIVANJA IZ SPECIFICNIH POSLOVA / ДЕБИТОРСКАЯ ЗАДОЛЖЕННОСТЬ ПО ОСОБЫМ ОПЕРАЦИЯМ
ACC	22	Активный/Пассивный	False	DRUGA POTRAZIVANJA / ПРОЧАЯ ДЕБИТОРСКАЯ ЗАДОЛЖЕННОСТЬ
ACC	23	Активный/Пассивный	False	KRATKOROCNI FINANSIJSKI PLASMANI / КРАТКОСРОЧНЫЕ ФИНАНСОВЫЕ ИНВЕСТИЦИИ
ACC	24	Активный/Пассивный	False	GOTOVINA I GOTOVINSKI EKVIVALENTI / НАЛИЧНЫЕ И НАЛИЧНЫЕ ЭКВИВАЛЕНТЫ
ACC	27	Активный/Пассивный	False	POREZ NA DODATU VRIJEDNOST / НАЛОГ НА ДОБАВЛЕННУЮ СТОИМОСТЬ
ACC	28	Активный/Пассивный	False	AKTIVNA VREMENSKA RAZGRANICENJA / АКТИВНЫЕ ВРЕМЕННЫЕ ПРЕДЕЛЫ
ACC	30	Активный/Пассивный	False	OSNOVNI KAPITAL
ACC	31	Активный/Пассивный	False	NEUPLACENI UPISANI KAPITAL / НЕПЛАЧЕННЫЙ ПОДПИСАННЫЙ КАПИТАЛ
ACC	32	Активный/Пассивный	False	REZERVE / РЕЗЕРВЫ
ACC	33	Активный/Пассивный	False	REVALORIZACIONE REZERVE I NEREALIZOVANI DOBICI I GUBICI / ОЦЕНКА РЕЗЕРВОВ И НЕРЕАЛИЗОВАННОЙ ПРИБЫЛИ И УБЫТКОВ
ACC	34	Активный/Пассивный	False	NERASPOREDENI DOBITAK / НЕРАСПРЕДЕЛЕННАЯ ПРИБЫЛЬ
ACC	35	Активный/Пассивный	False	GUBITAK / Убыток
ACC	40	Активный/Пассивный	False	DUGOROCNA REZERVISANJA / ДОЛГОСРОЧНЫЕ ПОЛОЖЕНИЯ
ACC	41	Активный/Пассивный	False	DUGOROCNE OBAVEZE / ДОЛГОСРОЧНЫЕ ОБЯЗАТЕЛЬСТВА
ACC	42	Активный/Пассивный	False	KRATKOROCNE FINANSIJSKE OBAVEZE / КРАТКИЕ СРОКИ ФИНАНСОВЫХ ОБЯЗАТЕЛЬСТВ
ACC	43	Пассивный	False	OBAVEZE IZ POSLOVANJA / ОПЕРАЦИОННЫЕ ОБЯЗАТЕЛЬСТВА
ACC	44	Активный/Пассивный	False	OBAVEZE IZ SPECIFICNIH POSLOVA / ОСОБЫЕ ОПЕРАЦИОННЫЕ ОБЯЗАТЕЛЬСТВА
ACC	45	Активный/Пассивный	False	OBAVEZE PO OSNOVU ZARADA
ACC	46	Активный/Пассивный	False	OSTALE OBAVEZE
ACC	47	Активный/Пассивный	False	OBAVEZE ZA POREZ NA DODATU VRIJEDNOST / ЗНАЧЕНИЕ ДОБАВЛЕННЫХ НАЛОГОВЫХ ОБЯЗАТЕЛЬСТВ
ACC	48	Активный/Пассивный	False	OBAVEZE ZA OSTALE POREZE, DOPRINOSE I DRUGE DAZBINE / ОТВЕТСТВЕННОСТЬ ЗА ДРУГИЕ НАЛОГИ, ВЗНОСЫ И ДРУГИЕ ОБЯЗАННОСТИ
ACC	49	Активный/Пассивный	False	PASIVNA VREMENSKA RAZGRANICENJA / ПАССИВНЫЕ ВРЕМЕННЫЕ ОГРАНИЧЕНИЯ
ACC	50	Активный/Пассивный	False	NABAVNA VRIJEDNOST PRODATE ROBE / ПОКУПКА ЗНАЧЕНИЯ ПРОДАВАЕМЫХ ТОВАРОВ
ACC	51	Активный	False	TROSKOVI MATERIJALA / СТОИМОСТЬ МАТЕРИАЛОВ
ACC	52	Активный	False	TROSKOVI ZARADA, NAKNADA ZARADA
ACC	53	Активный/Пассивный	False	TROSKOVI PROIZVODNIH USLUGA / СТОИМОСТЬ ПРОИЗВОДСТВЕННЫХ УСЛУГ
ACC	54	Активный	False	TROSKOVI AMORTIZACIJE I REZERVISANJA / ЗАТРАТЫ НА УСТРОЙСТВО И ПРЕДОСТАВЛЕНИЕ
ACC	55	Активный	False	NEMATERIJALNI TROSKOVI
ACC	56	Активный	False	FINANSIJSKI RASHODI / ФИНАНСОВЫЕ РАСХОДЫ
ACC	57	Активный/Пассивный	False	OSTALI RASHODI / ДРУГИЕ РАСХОДЫ
ACC	58	Активный/Пассивный	False	RASHODI PO OSNOVU USKLADIVANJA VRIJEDNOSTI IMOVINE / РАСХОДЫ ОТ РЕГУЛИРОВАНИЯ ЗНАЧЕНИЯ НЕДВИЖИМОСТИ
ACC	59	Активный/Пассивный	False	GUBITAK POSLOVANJA KOJE JE OBUSTAVLJENO, RASHODI IZ PRETHODNIH IZVJESTAJNIH PERIODA I PRENOS RASHODA / ПОТЕРЯ ПРЕКРАЩЕННЫХ ОПЕРАЦИЙ, РАСХОДОВ ИЗ ПРЕДЫДУЩИХ ОТЧЕТНЫХ ПЕРИОДОВ И ПЕРЕДАЧИ РАСХОДОВ
ACC	60	Пассивный	False	PRIHODI OD PRODAJE ROBE / Выручка от продажи товаров
ACC	61	Пассивный	False	PRIHODI OD PRODAJE PROIZVODA I USLUGA / Выручка от продажи продукции и услуг
ACC	62	Активный/Пассивный	False	PRIHODI OD AKTIVIRANJA UCINAKA I ROBE / ДОХОДЫ ОТ АКТИВАЦИИ ТОВАРОВ И ЭФФЕКТОВ
ACC	63	Активный/Пассивный	False	PROMJENA VRIJEDNOSTI ZALIHA UCINAKA / ИЗМЕНЕНИЕ СТОИМОСТИ ИНВЕНТАРНЫХ ЗАПАСОВ
ACC	64	Активный/Пассивный	False	PRIHODI OD PREMIJA, SUBVENCIJA, DOTACIJA, DONACIJA I SL. / ДОХОДЫ ОТ ПРЕМИй, ПОДСКАЗКА, ДОТАЦИЯ, ПОЖЕРТВОВАНИЕ И ФИГ.
ACC	65	Активный/Пассивный	False	DRUGI POSLOVNI PRIHODI / ДРУГИЕ ОПЕРАЦИОННЫЕ ДОХОДЫ
ACC	66	Пассивный	False	FINANSIJSKI PRIHODI / ФИНАНСОВЫЙ ДОХОД
ACC	67	Активный/Пассивный	False	OSTALI PRIHODI / ДРУГОЙ ДОХОД
ACC	68	Активный/Пассивный	False	PRIHODI OD USKLADIVANJA VRIJEDNOSTI IMOVINE / ДОХОД ОТ РЕГУЛИРОВАНИЯ ЗНАЧЕНИЯ НЕДВИЖИМОСТИ
ACC	69	Активный/Пассивный	False	DOBITAK POSLOVANJA KOJE JE OBUSTAVLJENO, RASHODI IZ PRETHODNIH IZVJESTAJNIH PERIODA I PRENOS PRIHODA / ДОХОДЫ ОТ ПРЕКРАЩЕННЫХ ОПЕРАЦИЙ, РАСХОДЫ ОТ ПРЕДЫДУЩИХ ОТЧЕТНЫХ ПЕРИОДОВ И ПЕРЕДАЧИ ДОХОДОВ
ACC	70	Активный/Пассивный	False	OTVARANJE RACUNA GLAVNE KNJIGE FINANSIJSKOG KNJIGOVODSTVA / ОТКРЫТИЕ СЧЕТА ФИНАНСОВОЙ КНИГИ СЧЕТА
ACC	71	Активный/Пассивный	False	ZAKLJUCAK RACUNA USPJEHA / ЗАКЛЮЧЕНИЕ УСПЕХА
ACC	72	Активный/Пассивный	False	RACUN DOBITKA I GUBITKA / ПРИБЫЛЬ И УБЫТК
ACC	73	Активный/Пассивный	False	ZAKLJUCAK RACUNA STANJA / ЗАКЛЮЧЕНИЕ БАЛАНСА
ACC	74	Активный/Пассивный	False	SLOBODNA GRUPA / БЕСПЛАТНАЯ ГРУППА
ACC	88	Активный/Пассивный	True	VANBILANSNA AKTIVA / ВНЕБАЛАНСОВЫЕ ЛИСТОВЫЕ АКТИВЫ
ACC	89	Активный/Пассивный	True	VANBILANSNA PASIVA / ВНЕБАЛАНСОВЫЕ ЛИСТОВЫЕ ОБЯЗАТЕЛЬСТВА
ACC	90	Активный/Пассивный	True	RACUNI ODNOSA S FINANSIJSKIM KNJIGOVODSTVOM / ФИНАНСОВАЯ БУХГАЛТЕРСКАЯ ОТЧЕТНОСТЬ
ACC	91	Активный/Пассивный	True	MATERIJAL I ROBA / МАТЕРИАЛЫ И ТОВАРЫ
ACC	92	Активный/Пассивный	True	RACUNI MJESTA TROSKOVA NABAVKE, TEHNICKE UPRAVE I POMOCNIH DJELATNOSTI / СЧЕТА МЕСТА ПОКУПКИ, ТЕХНИЧЕСКОГО АДМИНИСТРАЦИИ И ДОПОЛНИТЕЛЬНОЙ ДЕЯТЕЛЬНОСТИ
ACC	93	Активный/Пассивный	True	RACUNI GLAVNIH PROIZVODNIH MJESTA TROSKOVA / УЧЕТ ОСНОВНЫХ ПРОИЗВОДСТВЕННЫХ ЗАТРАТ
ACC	94	Активный/Пассивный	True	RACUNI MJESTA TROSKOVA UPRAVE, PRODAJE I SLICNIH AKTIVNOSTI / РАСХОДЫ НА АДМИНИСТРАТИВНЫЕ РАСХОДЫ, ПРОДАЖИ И ПОДОБНАЯ ДЕЯТЕЛЬНОСТЬ
ACC	95	Активный/Пассивный	True	NOSIOCI TROSKOVA / СТОИМОСТЬ ПЕРЕВОЗКИ
ACC	96	Активный/Пассивный	True	GOTOVI PROIZVODI / КОНЕЧНЫЙ ПРОДУКТ
ACC	97	Активный/Пассивный	True	SLOBODNA GRUPA / БЕСПЛАТНАЯ ГРУППА
ACC	98	Активный/Пассивный	True	RASHODI I PRIHODI / РАСХОДЫ И ДОХОДЫ
ACC	99	Активный/Пассивный	True	RACUNI DOBITKA, GUBITKA I ZAKLJUCKA / ПРИБЫЛЬ, УБЫТКИ И ЗАКЛЮЧИТЕЛЬНЫЕ СЧЕТА
ACC	000	Активный/Пассивный	False	Вспомогательный
ACC	001	Активный/Пассивный	False	Neuplaceni upisani udjeli
ACC	010	Активный	False	Ulaganja u razvoj / Инвестиции в развитие
ACC	011	Активный	False	Koncesije, patenti, licence i slicna prava / Концессии, патенты, лицензии и аналогичные права
ACC	012	Активный	False	Goodwill / Гудвилл
ACC	014	Активный	False	Ostala nematerijalna ulaganja / Прочие нематериальные активы
ACC	015	Активный	False	Nematerijalna ulaganja u pripremi / Нематериальные активы в стадии подготовки
ACC	016	Активный	False	Avansi za nematerijalna ulaganja / Авансы на нематериальные активы
ACC	020	Активный	False	Zemljista 
ACC	021	Активный	False	Sume i visegodisnji zasadi 
ACC	022	Активный	False	Gradevinski objekti 
ACC	023	Активный	False	Postrojenja i oprema
ACC	024	Активный	False	Investicione nekretnine
